2022-04-18 16:18:02.003 | DEBUG    | common.unittestMain:req_assert:72 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'Activity', 'agentId': '1402661430539911171', 'startTime': '2020-03-13 00:00:00', 'endTime': '2022-04-20 23:59:59'}}
2022-04-18 16:18:02.927 | DEBUG    | common.unittestMain:req_assert:73 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":0,"list":[]}}
2022-04-18 16:18:02.927 | INFO     | common.unittestMain:req_assert:76 - 接口响应时间为：0.212099
2022-04-18 16:18:02.928 | INFO     | common.unittestMain:req_assert:78 - busicode与预期一致为：0
2022-04-18 16:18:02.928 | INFO     | common.unittestMain:req_assert:80 - msg与预期一致
2022-04-18 16:18:02.928 | INFO     | common.unittestMain:assert_data:87 - 响应内容与预期一致
2022-04-18 16:18:03.253 | DEBUG    | common.unittestMain:req_assert:72 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'InActivity', 'agentId': '000000000000', 'startTime': '2022-03-13 00:00:00', 'endTime': '2022-04-13 23:59:59'}}
2022-04-18 16:18:03.254 | DEBUG    | common.unittestMain:req_assert:73 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":0,"list":[]}}
2022-04-18 16:18:03.254 | INFO     | common.unittestMain:req_assert:76 - 接口响应时间为：0.229382
2022-04-18 16:18:03.254 | INFO     | common.unittestMain:req_assert:78 - busicode与预期一致为：0
2022-04-18 16:18:03.254 | INFO     | common.unittestMain:req_assert:80 - msg与预期一致
2022-04-18 16:18:03.254 | INFO     | common.unittestMain:assert_data:87 - 响应内容与预期一致
2022-04-18 16:18:03.470 | DEBUG    | common.unittestMain:req_assert:72 - 本次执行的测试用例请求内容为：{'pageIndex': 0, 'pageSize': 10, 'condition': {'groupStatus': 'InActivity', 'agentId': '000000000000', 'startTime': '2022-03-13 00:00:00', 'endTime': '2022-04-13 23:59:59'}}
2022-04-18 16:18:03.470 | DEBUG    | common.unittestMain:req_assert:73 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"parameter:当前页不能小于1","data":null}
2022-04-18 16:18:03.470 | INFO     | common.unittestMain:req_assert:76 - 接口响应时间为：0.120443
2022-04-18 16:18:03.470 | INFO     | common.unittestMain:req_assert:78 - busicode与预期一致为：400
2022-04-18 16:18:03.470 | INFO     | common.unittestMain:req_assert:80 - msg与预期一致
2022-04-18 16:18:03.471 | INFO     | common.unittestMain:assert_data:87 - 响应内容与预期一致
2022-04-18 16:18:03.746 | DEBUG    | common.unittestMain:req_assert:72 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'InActivity', 'agentId': '000000000000', 'startTime': '2022-04-13 00:00:00', 'endTime': '2022-03-13 23:59:59'}}
2022-04-18 16:18:03.746 | DEBUG    | common.unittestMain:req_assert:73 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":0,"list":[]}}
2022-04-18 16:18:03.746 | INFO     | common.unittestMain:req_assert:76 - 接口响应时间为：0.183756
2022-04-18 16:18:03.746 | INFO     | common.unittestMain:req_assert:78 - busicode与预期一致为：0
2022-04-18 16:18:03.747 | INFO     | common.unittestMain:req_assert:80 - msg与预期一致
2022-04-18 16:18:03.747 | INFO     | common.unittestMain:assert_data:87 - 响应内容与预期一致
2022-04-18 16:18:04.040 | DEBUG    | common.unittestMain:req_assert:72 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 200, 'condition': {'groupStatus': 'Activity', 'startTime': '2000-04-13 00:00:00', 'endTime': '2022-03-13 23:59:59'}}
2022-04-18 16:18:04.040 | DEBUG    | common.unittestMain:req_assert:73 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":0,"list":[]}}
2022-04-18 16:18:04.041 | INFO     | common.unittestMain:req_assert:76 - 接口响应时间为：0.188809
2022-04-18 16:18:04.041 | INFO     | common.unittestMain:req_assert:78 - busicode与预期一致为：0
2022-04-18 16:18:04.291 | DEBUG    | common.unittestMain:req_assert:72 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'Activity', 'agentId': '1402661430539911171', 'startTime': '', 'endTime': '2022-04-13 23:59:59'}}
2022-04-18 16:18:04.292 | DEBUG    | common.unittestMain:req_assert:73 - 本次执行的测试用例响应内容为：{"busiCode":-1,"msg":"接口未知异常","data":null}
2022-04-18 16:18:04.293 | INFO     | common.unittestMain:req_assert:76 - 接口响应时间为：0.133203
2022-04-18 16:18:04.293 | INFO     | common.unittestMain:req_assert:78 - busicode与预期一致为：-1
2022-04-18 16:18:04.294 | INFO     | common.unittestMain:req_assert:80 - msg与预期一致
2022-04-18 16:18:04.294 | INFO     | common.unittestMain:assert_data:87 - 响应内容与预期一致
2022-04-18 16:18:04.527 | DEBUG    | common.unittestMain:req_assert:72 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'Activity', 'agentId': '1402661430539911171', 'startTime': '', 'endTime': ''}}
2022-04-18 16:18:04.528 | DEBUG    | common.unittestMain:req_assert:73 - 本次执行的测试用例响应内容为：{"busiCode":-1,"msg":"接口未知异常","data":null}
2022-04-18 16:18:04.529 | INFO     | common.unittestMain:req_assert:76 - 接口响应时间为：0.140564
2022-04-18 16:18:04.529 | INFO     | common.unittestMain:req_assert:78 - busicode与预期一致为：-1
2022-04-18 16:18:04.530 | INFO     | common.unittestMain:req_assert:80 - msg与预期一致
2022-04-18 16:18:04.531 | INFO     | common.unittestMain:assert_data:87 - 响应内容与预期一致
