2022-04-20 16:49:40.384 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'endTime': '2022-04-19 00:00:00', 'startTime': '2000-04-11 00:00:00'}
2022-04-20 16:49:41.604 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"agentDetail":[{"staticDateSegment":"2022.04.11-2022.04.17","totalAgentNum":0,"newAgentNum":0},{"staticDateSegment":"2022.04.04-2022.04.10","totalAgentNum":0,"newAgentNum":0}],"increaseTotalAgentNum":0,"increaseAgentNum":0,"increaseAgentRatio":0.00,"increaseTotalAgentRatio":0.00}}
2022-04-20 16:49:41.604 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.189863
2022-04-20 16:49:41.604 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 16:49:41.605 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:41.605 | INFO     | common.unittestMain:assert_data:96 - 响应内容与预期一致
2022-04-20 16:49:41.880 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'period': 'month'}
2022-04-20 16:49:41.881 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"agentDetail":[{"staticDateSegment":"2022.03.01-2022.03.31","totalAgentNum":0,"newAgentNum":0},{"staticDateSegment":"2022.02.01-2022.02.28","totalAgentNum":0,"newAgentNum":0}],"increaseTotalAgentNum":0,"increaseAgentNum":0,"increaseAgentRatio":0.00,"increaseTotalAgentRatio":0.00}}
2022-04-20 16:49:41.881 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.15829
2022-04-20 16:49:41.881 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 16:49:41.881 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:41.881 | INFO     | common.unittestMain:assert_data:96 - 响应内容与预期一致
2022-04-20 16:49:42.089 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'period': 'quarter'}
2022-04-20 16:49:42.089 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"agentDetail":[{"staticDateSegment":"2022.01.01-2022.03.31","totalAgentNum":0,"newAgentNum":0},{"staticDateSegment":"2021.10.01-2021.12.31","totalAgentNum":0,"newAgentNum":0}],"increaseTotalAgentNum":0,"increaseAgentNum":0,"increaseAgentRatio":0.00,"increaseTotalAgentRatio":0.00}}
2022-04-20 16:49:42.090 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.125434
2022-04-20 16:49:42.090 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 16:49:42.090 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:42.090 | INFO     | common.unittestMain:assert_data:96 - 响应内容与预期一致
2022-04-20 16:49:42.265 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'period': '0'}
2022-04-20 16:49:42.266 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":-1,"msg":"接口未知异常","data":null}
2022-04-20 16:49:42.266 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.087918
2022-04-20 16:49:42.266 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：-1
2022-04-20 16:49:42.266 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:42.266 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:42.430 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'period': '你好'}
2022-04-20 16:49:42.430 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":-1,"msg":"接口未知异常","data":null}
2022-04-20 16:49:42.430 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.082322
2022-04-20 16:49:42.431 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：-1
2022-04-20 16:49:42.431 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:42.431 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:42.609 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'period': 'a'}
2022-04-20 16:49:42.610 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":-1,"msg":"接口未知异常","data":null}
2022-04-20 16:49:42.610 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.081303
2022-04-20 16:49:42.610 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：-1
2022-04-20 16:49:42.610 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:42.610 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:42.788 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'period': 'hello'}
2022-04-20 16:49:42.788 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":-1,"msg":"接口未知异常","data":null}
2022-04-20 16:49:42.788 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.097406
2022-04-20 16:49:42.789 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：-1
2022-04-20 16:49:42.789 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:42.789 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:42.983 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'startTime': '2000-04-11 00:00:00', 'endTime': '2022-04-01 00:00:00'}
2022-04-20 16:49:42.984 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":[]}
2022-04-20 16:49:42.984 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.108607
2022-04-20 16:49:42.984 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 16:49:42.984 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:42.985 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:43.289 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'startTime': '2000-04-11 00:00:00', 'endTime': ''}
2022-04-20 16:49:43.289 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"endTime：结束时间不能为空","data":null}
2022-04-20 16:49:43.289 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.088894
2022-04-20 16:49:43.289 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：400
2022-04-20 16:49:43.290 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:43.290 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:43.468 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'startTime': '', 'endTime': '2000-04-11 00:00:00'}
2022-04-20 16:49:43.468 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"startTime：开始时间不能为空","data":null}
2022-04-20 16:49:43.469 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.090861
2022-04-20 16:49:43.469 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：400
2022-04-20 16:49:43.469 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:43.469 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:43.643 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'startTime': '000', 'endTime': '111'}
2022-04-20 16:49:43.643 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"参数解析异常","data":null}
2022-04-20 16:49:43.643 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.088839
2022-04-20 16:49:43.643 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：400
2022-04-20 16:49:43.643 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:43.643 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:43.819 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'startTime': 'aaa', 'endTime': 'bbb'}
2022-04-20 16:49:43.820 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"参数解析异常","data":null}
2022-04-20 16:49:43.820 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.0993
2022-04-20 16:49:43.820 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：400
2022-04-20 16:49:43.820 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:43.820 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:43.989 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'startTime': '开始时间', 'endTime': '结束时间'}
2022-04-20 16:49:43.989 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"参数解析异常","data":null}
2022-04-20 16:49:43.989 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.080975
2022-04-20 16:49:43.989 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：400
2022-04-20 16:49:43.989 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:43.989 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:44.344 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'Activity', 'agentId': '1402661430539911171', 'startTime': '2020-03-13 00:00:00', 'endTime': '2022-04-20 23:59:59'}}
2022-04-20 16:49:44.344 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":1,"list":[{"clinicId":"1515962886886125570","clinicName":"接口测试","clinicMobile":"13698765432","agentName":"接口测试","testAmount":1080.00,"testNumber":18.0,"testPerson":18.00,"installedDay":0,"address":null,"headPicture":null,"termAgentName":"接口测试","termAgentId":"1515959916883808257"}]}}
2022-04-20 16:49:44.344 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.279156
2022-04-20 16:49:44.345 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 16:49:44.345 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:44.345 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:44.608 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'Activity', 'agentId': '', 'startTime': '2022-03-13 00:00:00', 'endTime': '2023-04-13 23:59:59'}}
2022-04-20 16:49:44.608 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":1,"list":[{"clinicId":"1515962886886125570","clinicName":"接口测试","clinicMobile":"13698765432","agentName":"接口测试","testAmount":1080.00,"testNumber":18.0,"testPerson":18.00,"installedDay":0,"address":null,"headPicture":null,"termAgentName":"接口测试","termAgentId":"1515959916883808257"}]}}
2022-04-20 16:49:44.608 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.180364
2022-04-20 16:49:44.608 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 16:49:44.608 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:44.609 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:44.910 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'InActivity', 'agentId': '', 'startTime': '2022-03-13 00:00:00', 'endTime': '2022-04-13 23:59:59'}}
2022-04-20 16:49:44.910 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":0,"list":[]}}
2022-04-20 16:49:44.910 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.212794
2022-04-20 16:49:44.910 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 16:49:44.910 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:44.910 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:45.255 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'InActivity', 'agentId': '1402661430539911171', 'startTime': '2022-03-13 00:00:00', 'endTime': '2022-04-13 23:59:59'}}
2022-04-20 16:49:45.255 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":0,"list":[]}}
2022-04-20 16:49:45.256 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.18765
2022-04-20 16:49:45.256 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 16:49:45.256 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:45.256 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:45.562 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'InActivity', 'agentId': '000000000000', 'startTime': '2022-03-13 00:00:00', 'endTime': '2022-04-13 23:59:59'}}
2022-04-20 16:49:45.563 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":0,"list":[]}}
2022-04-20 16:49:45.563 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.185593
2022-04-20 16:49:45.563 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 16:49:45.563 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:45.563 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:45.769 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 0, 'pageSize': 10, 'condition': {'groupStatus': 'InActivity', 'agentId': '000000000000', 'startTime': '2022-03-13 00:00:00', 'endTime': '2022-04-13 23:59:59'}}
2022-04-20 16:49:45.769 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"parameter:当前页不能小于1","data":null}
2022-04-20 16:49:45.770 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.103604
2022-04-20 16:49:45.770 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：400
2022-04-20 16:49:45.770 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:45.770 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:46.284 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'InActivity', 'agentId': '000000000000', 'startTime': '2022-04-13 00:00:00', 'endTime': '2022-03-13 23:59:59'}}
2022-04-20 16:49:46.285 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":0,"list":[]}}
2022-04-20 16:49:46.285 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.415682
2022-04-20 16:49:46.285 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 16:49:46.285 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:46.285 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:46.549 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 200, 'condition': {'groupStatus': 'Activity', 'startTime': '2000-04-13 00:00:00', 'endTime': '2022-03-13 23:59:59'}}
2022-04-20 16:49:46.550 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":0,"list":[]}}
2022-04-20 16:49:46.550 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.175247
2022-04-20 16:49:46.550 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 16:49:46.550 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:46.550 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:46.764 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'Activity', 'agentId': '1402661430539911171', 'startTime': '', 'endTime': '2022-04-13 23:59:59'}}
2022-04-20 16:49:46.764 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":-1,"msg":"接口未知异常","data":null}
2022-04-20 16:49:46.764 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.120832
2022-04-20 16:49:46.765 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：-1
2022-04-20 16:49:46.765 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:46.765 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:46.954 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'Activity', 'agentId': '1402661430539911171', 'startTime': '', 'endTime': ''}}
2022-04-20 16:49:46.954 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":-1,"msg":"接口未知异常","data":null}
2022-04-20 16:49:46.954 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.10925
2022-04-20 16:49:46.955 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：-1
2022-04-20 16:49:46.955 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:46.955 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 16:49:47.201 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'period': 'day'}
2022-04-20 16:49:47.202 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"activeClinicIncrease":0,"activeClinicIncreaseRatio":0.00,"inActiveClinicIncrease":0,"inActiveClinicIncreaseRatio":0.00,"activeClinicRatio":0.00,"clinicDetail":[{"staticDateSegment":"2022.04.19","totalClinicNum":0,"activeClinicNum":0,"inActiveClinicNum":0,"activeClinicRatio":0.00},{"staticDateSegment":"2022.04.18","totalClinicNum":0,"activeClinicNum":0,"inActiveClinicNum":0,"activeClinicRatio":0.00}]}}
2022-04-20 16:49:47.202 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.145759
2022-04-20 16:49:47.202 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 16:49:47.202 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:47.202 | INFO     | common.unittestMain:assert_data:96 - 响应内容与预期一致
2022-04-20 16:49:47.429 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'period': 'week'}
2022-04-20 16:49:47.429 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"activeClinicIncrease":0,"activeClinicIncreaseRatio":0.00,"inActiveClinicIncrease":0,"inActiveClinicIncreaseRatio":0.00,"activeClinicRatio":0.00,"clinicDetail":[{"staticDateSegment":"2022.04.11-2022.04.17","totalClinicNum":0,"activeClinicNum":0,"inActiveClinicNum":0,"activeClinicRatio":0.00},{"staticDateSegment":"2022.04.04-2022.04.10","totalClinicNum":0,"activeClinicNum":0,"inActiveClinicNum":0,"activeClinicRatio":0.00}]}}
2022-04-20 16:49:47.429 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.131311
2022-04-20 16:49:47.429 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 16:49:47.429 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:47.429 | INFO     | common.unittestMain:assert_data:96 - 响应内容与预期一致
2022-04-20 16:49:47.643 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'period': 'month'}
2022-04-20 16:49:47.643 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"activeClinicIncrease":0,"activeClinicIncreaseRatio":0.00,"inActiveClinicIncrease":0,"inActiveClinicIncreaseRatio":0.00,"activeClinicRatio":0.00,"clinicDetail":[{"staticDateSegment":"2022.03.01-2022.03.31","totalClinicNum":0,"activeClinicNum":0,"inActiveClinicNum":0,"activeClinicRatio":0.00},{"staticDateSegment":"2022.02.01-2022.02.28","totalClinicNum":0,"activeClinicNum":0,"inActiveClinicNum":0,"activeClinicRatio":0.00}]}}
2022-04-20 16:49:47.643 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.125719
2022-04-20 16:49:47.643 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 16:49:47.644 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 16:49:47.644 | INFO     | common.unittestMain:assert_data:96 - 响应内容与预期一致
2022-04-20 16:49:47.847 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'period': 'quarter'}
