2022-04-12 19:27:50.913 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 接口响应时间为：0.151065
2022-04-12 19:27:50.913 | INFO     | agentTestCase:test_001_post_queryEveryDayData:38 - busicode为：0
2022-04-12 19:27:50.913 | INFO     | agentTestCase:test_001_post_queryEveryDayData:40 - msg与预期一致
2022-04-12 19:27:50.913 | INFO     | agentTestCase:test_001_post_queryEveryDayData:43 - 响应内容与预期一致
2022-04-12 19:27:51.098 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 接口响应时间为：0.09715
2022-04-12 19:27:51.099 | INFO     | agentTestCase:test_001_post_queryEveryDayData:38 - busicode为：0
2022-04-12 19:27:51.099 | INFO     | agentTestCase:test_001_post_queryEveryDayData:40 - msg与预期一致
2022-04-12 19:27:51.100 | INFO     | agentTestCase:test_001_post_queryEveryDayData:43 - 响应内容与预期一致
2022-04-12 19:27:51.305 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 接口响应时间为：0.119484
2022-04-12 19:27:51.305 | INFO     | agentTestCase:test_001_post_queryEveryDayData:38 - busicode为：400
2022-04-12 19:27:51.305 | INFO     | agentTestCase:test_001_post_queryEveryDayData:40 - msg与预期一致
2022-04-12 19:27:51.305 | INFO     | agentTestCase:test_001_post_queryEveryDayData:46 - 响应内容与预期一致
2022-04-12 19:27:51.469 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 接口响应时间为：0.075774
2022-04-12 19:27:51.469 | INFO     | agentTestCase:test_001_post_queryEveryDayData:38 - busicode为：400
2022-04-12 19:27:51.469 | INFO     | agentTestCase:test_001_post_queryEveryDayData:40 - msg与预期一致
2022-04-12 19:27:51.469 | INFO     | agentTestCase:test_001_post_queryEveryDayData:46 - 响应内容与预期一致
2022-04-12 19:27:51.625 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 接口响应时间为：0.074676
2022-04-12 19:27:51.625 | INFO     | agentTestCase:test_001_post_queryEveryDayData:38 - busicode为：400
2022-04-12 19:27:51.626 | INFO     | agentTestCase:test_001_post_queryEveryDayData:40 - msg与预期一致
2022-04-12 19:27:51.626 | INFO     | agentTestCase:test_001_post_queryEveryDayData:46 - 响应内容与预期一致
