2022-04-13 10:20:00.217 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.111531
2022-04-13 10:20:00.218 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：0
2022-04-13 10:20:00.218 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:20:00.218 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 响应内容与预期一致
2022-04-13 10:20:00.424 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.105268
2022-04-13 10:20:00.424 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：0
2022-04-13 10:20:00.424 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:20:00.425 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 响应内容与预期一致
2022-04-13 10:20:00.595 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.087743
2022-04-13 10:20:00.595 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:20:00.595 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:20:00.595 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
2022-04-13 10:20:00.776 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.075599
2022-04-13 10:20:00.776 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:20:00.776 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:20:00.776 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
2022-04-13 10:20:00.950 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.091227
2022-04-13 10:20:00.950 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:20:00.950 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:20:00.951 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
