2022-04-13 10:35:41.465 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.233017
2022-04-13 10:35:41.466 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：0
2022-04-13 10:35:41.466 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:35:41.466 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 响应内容与预期一致
2022-04-13 10:35:41.660 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.111663
2022-04-13 10:35:41.661 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：0
2022-04-13 10:35:41.661 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:35:41.661 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 响应内容与预期一致
2022-04-13 10:35:41.810 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.074468
2022-04-13 10:35:41.810 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:35:41.810 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:35:41.810 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
2022-04-13 10:35:41.965 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.073289
2022-04-13 10:35:41.965 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:35:41.965 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:35:41.965 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
2022-04-13 10:35:42.110 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.067436
2022-04-13 10:35:42.110 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:35:42.110 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:35:42.111 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
