2022-04-13 10:19:47.342 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.123758
2022-04-13 10:19:47.342 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：0
2022-04-13 10:19:47.343 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:19:47.343 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 响应内容与预期一致
2022-04-13 10:19:47.551 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.096851
2022-04-13 10:19:47.551 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：0
2022-04-13 10:19:47.551 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:19:47.552 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 响应内容与预期一致
2022-04-13 10:19:47.785 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.144794
2022-04-13 10:19:47.785 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:19:47.786 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:19:47.786 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
2022-04-13 10:19:47.949 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.074593
2022-04-13 10:19:47.950 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:19:47.950 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:19:47.950 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
2022-04-13 10:19:48.115 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.078573
2022-04-13 10:19:48.115 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:19:48.115 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:19:48.116 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
