2022-04-13 10:19:56.231 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.166572
2022-04-13 10:19:56.231 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：0
2022-04-13 10:19:56.231 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:19:56.231 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 响应内容与预期一致
2022-04-13 10:19:56.426 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.103605
2022-04-13 10:19:56.427 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：0
2022-04-13 10:19:56.428 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:19:56.429 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 响应内容与预期一致
2022-04-13 10:19:56.623 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.078423
2022-04-13 10:19:56.623 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:19:56.623 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:19:56.624 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
2022-04-13 10:19:56.804 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.080238
2022-04-13 10:19:56.804 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:19:56.805 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:19:56.805 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
2022-04-13 10:19:57.014 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.099032
2022-04-13 10:19:57.014 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:19:57.015 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:19:57.015 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
