2022-04-13 10:35:50.268 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.094125
2022-04-13 10:35:50.268 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：0
2022-04-13 10:35:50.268 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:35:50.268 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 响应内容与预期一致
2022-04-13 10:35:50.446 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.092172
2022-04-13 10:35:50.447 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：0
2022-04-13 10:35:50.447 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:35:50.449 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 响应内容与预期一致
2022-04-13 10:35:50.609 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.07204
2022-04-13 10:35:50.609 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:35:50.610 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:35:50.610 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
2022-04-13 10:35:50.766 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.07965
2022-04-13 10:35:50.767 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:35:50.768 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:35:50.769 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
2022-04-13 10:35:50.926 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.073424
2022-04-13 10:35:50.926 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:35:50.926 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:35:50.927 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
