2022-04-13 10:24:06.362 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.10827
2022-04-13 10:24:06.362 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：0
2022-04-13 10:24:06.362 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:24:06.363 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 响应内容与预期一致
2022-04-13 10:24:06.559 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.107762
2022-04-13 10:24:06.560 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：0
2022-04-13 10:24:06.560 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:24:06.560 | INFO     | agentTestCase:test_001_post_queryEveryDayData:36 - 响应内容与预期一致
2022-04-13 10:24:06.711 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.069524
2022-04-13 10:24:06.711 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:24:06.711 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:24:06.712 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
2022-04-13 10:24:06.868 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.073843
2022-04-13 10:24:06.868 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:24:06.868 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:24:06.869 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
2022-04-13 10:24:07.062 | INFO     | agentTestCase:test_001_post_queryEveryDayData:29 - 接口响应时间为：0.110214
2022-04-13 10:24:07.063 | INFO     | agentTestCase:test_001_post_queryEveryDayData:31 - busicode为：400
2022-04-13 10:24:07.064 | INFO     | agentTestCase:test_001_post_queryEveryDayData:33 - msg与预期一致
2022-04-13 10:24:07.064 | INFO     | agentTestCase:test_001_post_queryEveryDayData:39 - 响应内容与预期一致
